Name,Index,Offset,IoType,Unit,Item,Action,DataType,IsAorB,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,SimCmd,Options,Desc
xMotionVelocity,2,0,0,Motion,,Velocity,1,0,1,0,0,0,0,0,Velocity,0,,,Current Move Velocity Value.
yMotionAccel,2,0,1,Motion,,Accel,1,0,0,10,0,0,0,0,Accel,0,,,Move Acceleration Set Command.
xMotionAccel,2,0,0,Motion,,Accel,1,0,1,10,0,0,0,0,Accel,0,,,Current Move Acceleration Value.
yMotionDecel,2,0,1,Motion,,Decel,1,0,0,10,0,0,0,0,Decel,0,,,Move Deceleration Set Command.
xMotionDecel,2,0,0,Motion,,Decel,1,0,1,10,0,0,0,0,Decel,0,,,Current Move Deceleration Value.
yMotionHomeVelocity,2,0,1,Motion,,HomeVelocity,1,0,0,0,0,0,0,0,HomingVel,0,,,Home Velocity & Accel Set Command.
yMotionHomeVel1st,2,0,1,Motion,,HomeVel1st,1,0,0,0,0,0,0,0,HomingVel1st,0,,,Home 1st Velocity Buffer Write Only
yMotionHomeVel2nd,2,0,1,Motion,,HomeVel2nd,1,0,0,0,0,0,0,0,HomingVel2nd,0,,,Home 2nf Velocity Buffer  Write Only
yMotionHomeVel3rd,2,0,1,Motion,,HomeVel3rd,1,0,0,0,0,0,0,0,HomingVel3rd,0,,,Home 3rd Velocity Buffer  Write Only
yMotionHomeVel4th,2,0,1,Motion,,HomeVel4th,1,0,0,0,0,0,0,0,HomingVel4th,0,,,Home 4th Velocity Buffer  Write Only
yMotionHomeAcc1st,2,0,1,Motion,,HomeAcc1st,1,0,0,0,0,0,0,0,HomingAcc1st,0,,,Home 1st Acceleration Buffer  Write Only
yMotionHomeAcc2nd,2,0,1,Motion,,HomeAcc2nd,1,0,0,0,0,0,0,0,HomingAcc2nd,0,,,Home 2nd Acceleration Buffer  Write Only
xMotionHomeVelocity,2,0,0,Motion,,HomeVelocity,1,0,1,0,0,0,0,0,HomingVel,0,,,Current Home Velocity & Accel Values
xMotionHomeVel1st,2,0,0,Motion,,HomeVel1st,1,0,1,0,0,0,0,0,HomingVel1st,0,,,Current Home 1st Velocity Value
xMotionHomeVel2nd,2,0,0,Motion,,HomeVel2nd,1,0,1,0,0,0,0,0,HomingVel2nd,0,,,Current Home 2nf Velocity Value
xMotionHomeVel3rd,2,0,0,Motion,,HomeVel3rd,1,0,1,0,0,0,0,0,HomingVel3rd,0,,,Current Home 3rd Velocity Value
xMotionHomeVel4th,2,0,0,Motion,,HomeVel4th,1,0,1,0,0,0,0,0,HomingVel4th,0,,,Current Home 4th Velocity Value
xMotionHomeAcc1st,2,0,0,Motion,,HomeAcc1st,1,0,1,0,0,0,0,0,HomingAcc1st,0,,,Current Home 1st Acceleration Value
xMotionHomeAcc2nd,2,0,0,Motion,,HomeAcc2nd,1,0,1,0,0,0,0,0,HomingAcc2nd,0,,,Current Home 2nd Acceleration Value
yMotionJogVelocity,2,0,1,Motion,,JogVelocity,1,0,0,0,0,0,0,0,JogVel,0,,,Jog Velocity Set Command (Move)
yMotionJogAccel,2,0,1,Motion,,JogAccel,1,0,0,0,0,0,0,0,JogAccel,0,,,Jog Acceleration Buffer
yMotionJogDecel,2,0,1,Motion,,JogDecel,1,0,0,0,0,0,0,0,JogDecel,0,,,Jog Deceleration Buffer
xMotionJogVelocity,2,0,0,Motion,,JogVelocity,1,0,1,0,0,0,0,0,JogVelocity,0,,,Current Jog Velocity Value
xMotionJogAccel,2,0,0,Motion,,JogAccel,1,0,1,0,0,0,0,0,JogAccel,0,,,Current Jog Acceleration Value
xMotionJogDecel,2,0,0,Motion,,JogDecel,1,0,1,0,0,0,0,0,JogDecel,0,,,Current Jog Deceleration Value
xMotionTriggerTime,2,0,0,Motion,,TriggerTime,1,0,0,0,0,0,0,0,TriggerTime,0,,,Trigger 
xMotionTriggerStartPos,2,0,0,Motion,,TriggerStartPos,1,0,0,0,0,0,0,0,TriggerStartPos,0,,,Trigger 
xMotionTriggerEndPos,2,0,0,Motion,,TriggerEndPos,1,0,0,0,0,0,0,0,TriggerEndPos,0,,,Trigger 
xMotionTriggerPeriodPos,2,0,0,Motion,,TriggerPeriodPos,1,0,0,0,0,0,0,0,TriggerPeriodPos,0,,,Trigger 
yMotionTriggerTime,2,0,1,Motion,,TriggerTime,1,0,0,0,0,0,0,0,TriggerTime,0,,,Trigger 
yMotionTriggerStartPos,2,0,1,Motion,,TriggerStartPos,1,0,0,0,0,0,0,0,TriggerStartPos,0,,,Trigger 
yMotionTriggerEndPos,2,0,1,Motion,,TriggerEndPos,1,0,0,0,0,0,0,0,TriggerEndPos,0,,,Trigger 
yMotionTriggerPeriodPos,2,0,1,Motion,,TriggerPeriodPos,1,0,0,0,0,0,0,0,TriggerPeriodPos,0,,,Trigger 
yMotionTriggerSetTimeLevel,2,0,1,Motion,,TriggerSetTimeLevel,1,0,0,0,0,0,0,0,TriggerSetTimeLevel,0,,,Trigger 
yMotionTriggerSetBlock,2,0,1,Motion,,TriggerSetBlock,1,0,0,0,0,0,0,0,TriggerSetBlock,0,,,Trigger 
yMotionTriggerSetReset,2,0,1,Motion,,TriggerSetReset,1,0,0,0,0,0,0,0,TriggerSetReset,0,,,Trigger 
yMotionHomeOffset,2,0,1,Motion,,HomeOffset,1,0,0,0,0,0,0,0,HomeOffset,0,,,Home Offset
xMotionHomeOffset,2,0,0,Motion,,HomeOffset,1,0,1,0,0,0,0,0,HomeOffset,0,,,Home Offset
